,rank,company,industry,headquarters city,country,revenues ($m),revenue percent change,profits ($m),profits percent change,assets ($m),profitable,sector,employees,ceo,website,market value ($m),ceo_woman,fastest_growing_company,change_the_world,world_most_admired_company,global_500,previous revenue ($m),previous profit ($m)
103,104,drb-hicom,Dịch vụ Gia công Đa ngành,Shah Alam,Malaysia,3478.7,-1.5,52.4,22.6,12765.0,True,Xe cộ & Phụ tùng,45000.0,Syed Faisal Albar Syed A.R. Albar,https://www.drb-hicom.com,568.0,False,False,False,False,False,3531.675126903553,42.74061990212072
104,105,robinsons-retail-holdings,Thương gia Tổng hợp,Thành phố Quezon,Philippines,3456.0,5.0,73.7,-31.5,2799.0,True,Bán buôn,23172.0,Robina Gokongwei-Pe,https://www.robinsonsretailholdings.com.ph/,906.0,True,False,False,False,False,3291.428571428571,107.5912408759124
105,106,indosat,Viễn thông,Jakarta,Indonesia,3364.9,6.7,296.0,-7.1,7452.0,True,Viễn thông,4041.0,Vikram Sinha,https://www.ioh.co.id,5468.0,False,False,False,False,False,3153.6082474226805,318.6221743810549
106,107,gulf-energy-development,"Thiết bị Dầu khí, Dịch vụ",Bangkok,Thái Lan,3362.8,24.8,427.2,30.8,13377.0,True,Năng lượng,1212.0,Sarath Ratanavadi,https://www.gulf.co.th/en,12738.0,False,False,False,False,False,2694.551282051282,326.60550458715596
107,108,metropolitan-bank-&-trust,Ngân hàng Thương mại,Thành phố Makati,Philippines,3291.7,37.8,759.8,26.0,56055.0,True,Tài chính,18810.0,N/A,N/A,9470.0,False,False,False,False,False,2388.7518142235126,603.015873015873
108,109,capital-a,Hàng không,Kuala Lumpur,Malaysia,3291.1,119.2,73.9,110.0,6199.0,True,Vận tải,21063.0,Tony Fernandes,https://www.capitala.com/,709.0,False,False,False,False,False,1501.4142335766421,35.19047619047619
109,110,masan-group,Sản xuất thực phẩm,Thành phố Hồ Chí Minh,Việt Nam,3285.2,0.8,17.6,-88.5,6075.0,True,"Thực phẩm, Đồ uống & Thuốc lá",35878.0,Danny Le,https://www.masangroup.com,3795.0,False,False,False,False,False,3259.126984126984,153.0434782608696
110,111,globe-telecom,Viễn thông,Taguig,Philippines,3240.9,0.6,441.0,-30.7,11042.0,True,Viễn thông,7542.0,Ernest L. Cu,https://www.globe.com.ph,4431.0,False,False,False,False,False,3221.5705765407556,636.3636363636363
111,112,bpi,Ngân hàng Thương mại,Thành phố Makati,Philippines,3229.7,28.4,929.8,27.6,52146.0,True,Tài chính,19522.0,Jose Teodoro K. Limcaoco,https://online.bpi.com.ph,11619.0,False,False,False,False,False,2515.3426791277257,728.6833855799373
112,113,pal-holdings,Hàng không,Thành phố Pasay,Philippines,3222.1,25.8,302.4,101.3,3967.0,True,Vận tải,5109.0,Lucio C. Tan,https://www.philippineairlines.com,1196.0,False,False,False,False,False,2561.287758346582,150.2235469448584
113,114,techcombank,Ngân hàng Thương mại,Hà Nội,Việt Nam,3180.8,23.9,755.8,-12.3,35016.0,True,Tài chính,11614.0,Jens Lottner,https://techcombank.com,6479.0,False,False,False,False,False,2567.2316384180795,861.8015963511972
114,115,betagro,Sản xuất thực phẩm,Bangkok,Thái Lan,3138.2,-3.5,-40.2,-117.7,1820.0,False,"Thực phẩm, Đồ uống & Thuốc lá",33514.0,Vasit Taepaisitphongse,https://www.betagro.com,1247.0,False,False,False,False,False,3252.020725388601,227.11864406779657
115,116,misc,Vận chuyển,Kuala Lumpur,Malaysia,3132.2,-0.8,466.1,12.2,14174.0,True,Vận tải,10435.0,Rajalingam Subramaniam,https://www.miscgroup.com/,7452.0,False,False,False,False,False,3157.4596774193546,415.4188948306596
116,117,thai-life-insurance,"Bảo hiểm: Nhân thọ, Sức khỏe (cổ phần)",Bangkok,Thái Lan,3127.3,2.0,279.1,5.3,16675.0,True,Chăm sóc sức khỏe,4483.0,Chai Chaiyawan,https://www.thailife.com,2841.0,False,False,False,False,False,3065.9803921568628,265.05223171889844
117,118,hong-leong-asia,Dịch vụ Gia công Đa ngành,Singapore,Singapore,3039.9,7.9,48.3,22.1,4167.0,True,Công nghiệp,9581.0,Stephen Ho Kiam Kong,https://www.hlasia.com.sg,343.0,False,False,False,False,False,2817.3308619091754,39.55773955773955
118,119,press-metal-aluminium,Kim loại,Shah Alam,Malaysia,3029.7,-15.2,266.7,-16.8,3348.0,True,Vật liệu,7321.0,N/A,N/A,2033.0,False,False,False,False,False,3572.759433962264,320.55288461538464
119,120,indika-energy,"Thiết bị Dầu khí, Dịch vụ",Jakarta,Indonesia,3026.8,-30.2,119.7,-73.6,3113.0,True,Năng lượng,3189.0,Azis Armand,https://www.indikaenergy.co.id,460.0,False,False,False,False,False,4336.389684813754,453.4090909090909
120,121,rhb-bank,Ngân hàng Thương mại,Kuala Lumpur,Malaysia,3003.3,16.0,615.9,1.0,71610.0,True,Tài chính,13968.0,Mohd Rashid Mohamad,https://www.rhbgroup.com,4944.0,False,False,False,False,False,2589.051724137931,609.8019801980198
121,122,lopez-holdings,Tài chính Đa ngành,Thành phố Mandaluyong,Philippines,2967.2,-5.3,51.3,-48.8,8540.0,True,Tài chính,11.0,Federico R. Lopez,https://lopez-holdings.ph,286.0,False,False,False,False,False,3133.2629355860613,100.19531249999999
122,123,bw-lpg,Vận chuyển,Singapore,Singapore,2947.3,89.2,470.0,106.7,2520.0,True,Vận tải,1500.0,Kristian Sorensen,https://www.bwlpg.com/,1918.0,False,False,False,False,False,1557.76955602537,227.38268021286888
123,124,bangkok-dusit-medical,Chăm sóc sức khỏe: Cơ sở Y tế,Bangkok,Thái Lan,2937.3,10.4,413.4,14.6,4180.0,True,Chăm sóc sức khỏe,47701.0,Poramaporn Prasarttong-Osoth,https://www.bangkokhospital.com/,12431.0,True,False,False,False,False,2660.5978260869565,360.73298429319374
124,125,garuda-indonesia,Hàng không,Jakarta,Indonesia,2936.6,39.8,250.1,-93.3,6728.0,True,Vận tải,4401.0,Irfan Setiaputra,https://www.garuda-indonesia.com,350.0,False,False,False,False,False,2100.5722460658085,3732.835820895519
125,126,frasers-property,Bất động sản,Singapore,Singapore,2919.3,3.2,128.1,-81.1,29131.0,True,Dịch vụ kinh doanh,6741.0,Panote Sirivadhanabhakdi,https://www.frasersproperty.com,2303.0,False,False,False,False,False,2828.779069767442,677.7777777777775
126,127,halcyon-agri,Hóa chất,Singapore,Singapore,2900.8,7.7,-87.0,-384.3,1967.0,False,Vật liệu,15000.0,Sun Weiliang,https://www.halcyonagri.com,480.0,False,False,False,False,False,2693.407613741876,30.601477312697856
127,128,comfortdelgro,"Vận tải đường bộ, Cho thuê xe tải",Singapore,Singapore,2890.0,5.3,134.4,7.0,3556.0,True,Vận tải,22693.0,Cheng Siak Kian,https://www.comfortdelgro.com,2366.0,False,False,False,False,False,2744.539411206078,125.60747663551402
128,129,bank-for-agriculture,Ngân hàng Thương mại,Bangkok,Thái Lan,2804.7,-6.4,233.1,-0.4,66416.0,True,Tài chính,22611.0,Chatchai Sirilai,https://www.baac.or.th,14973.0,False,False,False,False,False,2996.474358974359,234.03614457831324
129,130,celcomdigi,Viễn thông,Petaling Jaya,Malaysia,2783.4,80.4,340.7,76.4,7936.0,True,Viễn thông,3655.0,Mohamad Idham Nawawi,https://www.celcomdigi.com,10211.0,False,False,False,False,False,1542.9046563192906,193.140589569161
130,131,akr-corporindo,"Thiết bị Dầu khí, Dịch vụ",Jakarta,Indonesia,2764.4,-13.8,182.6,12.7,1965.0,True,Năng lượng,2813.0,Haryanto Adikoesoemo,https://www.akr.co.id,2038.0,False,False,False,False,False,3206.9605568445477,162.02307009760426
131,132,barito-pacific,Hóa chất,Jakarta,Indonesia,2760.4,-6.8,26.1,1384.1,10150.0,True,Vật liệu,3344.0,Agus Salim Pangestu,https://www.barito-pacific.com,5884.0,False,False,False,False,False,2961.8025751072964,1.7586416009702852
132,133,telekom-malaysia,Viễn thông,Kuala Lumpur,Malaysia,2689.8,-2.6,410.5,57.6,4997.0,True,Viễn thông,18891.0,Amar Huzaimi Md Deris,https://www.tm.com.my,4982.0,False,False,False,False,False,2761.6016427104723,260.4695431472081
133,134,sacombank,Ngân hàng Thương mại,Thành phố Hồ Chí Minh,Việt Nam,2672.8,25.9,324.0,50.3,27798.0,True,Tài chính,18436.0,Nguyen Duc Thach Diem,https://www.sacombank.com.vn,2098.0,False,False,False,False,False,2122.9547259729948,215.56886227544908
134,135,hafnia,Vận chuyển,Singapore,Singapore,2671.7,38.7,793.3,5.5,3914.0,True,Vận tải,5040.0,Mikael Skov,https://www.hafniabw.com,3869.0,False,False,False,False,False,1926.2436914203315,751.9431279620853
135,136,tmbthanachart-bank,Ngân hàng Thương mại,Bangkok,Thái Lan,2670.9,16.9,530.9,30.7,53113.0,True,Tài chính,15320.0,Piti Tantakasem,https://www.ttbbank.com,4750.0,False,False,False,False,False,2284.7733105218135,406.19739862280034
136,137,saigon-hanoi-bank-(shb),Ngân hàng Thương mại,Hà Nội,Việt Nam,2646.5,43.8,307.5,-7.0,25989.0,True,Tài chính,6246.0,Do Quang Hien,https://www.shb.com.vn,1636.0,False,False,False,False,False,1840.403337969402,330.6451612903226
137,138,asia-commercial-bank,Ngân hàng Thương mại,Thành phố Hồ Chí Minh,Việt Nam,2623.5,28.8,673.6,15.1,29629.0,True,Tài chính,13655.0,Tu Tien Phat,https://www.acb.com.vn,4116.0,False,False,False,False,False,2036.8788819875776,585.2302345786272
138,139,siamgas-&-petrochemicals,"Thiết bị Dầu khí, Dịch vụ",Bangkok,Thái Lan,2605.1,-10.9,29.3,-4.5,1538.0,True,Năng lượng,2079.0,N/A,N/A,2254.0,False,False,False,False,False,2923.793490460157,30.68062827225131
139,140,global-power-synergy,Tiện ích: Khí đốt và Điện,Bangkok,Thái Lan,2596.6,-26.6,106.2,316.4,8201.0,True,Năng lượng,835.0,Worawat Pitayasiri,https://www.gpscgroup.com,3727.0,False,False,False,False,False,3537.6021798365123,25.504322766570606
140,141,ioi,Sản xuất thực phẩm,Putrajaya,Malaysia,2580.9,-30.0,248.3,-39.2,3769.0,True,"Thực phẩm, Đồ uống & Thuốc lá",28000.0,Lee Yeow Chor,https://www.ioigroup.com,5296.0,False,False,False,False,False,3687.0000000000005,408.3881578947369
141,142,anan-international,"Thiết bị Dầu khí, Dịch vụ",Singapore,Singapore,2567.3,-19.4,5.7,-73.2,560.0,True,Năng lượng,835.0,Zang Jian Jun,https://www.ananinternational.com,19.0,False,False,False,False,False,3185.2357320099254,21.268656716417908
142,143,semen-indonesia,"Vật liệu Xây dựng, Kính",Jakarta,Indonesia,2538.7,3.5,142.6,-10.6,5315.0,True,Vật liệu,10174.0,Donny Arsal,https://www.sig.id,1944.0,False,False,False,False,False,2452.850241545894,159.50782997762863
143,144,vietnam-dairy-products-(vinamilk),Sản xuất thực phẩm,Thành phố Hồ Chí Minh,Việt Nam,2534.4,-1.2,372.5,2.3,2171.0,True,"Thực phẩm, Đồ uống & Thuốc lá",9877.0,Mai Kieu Lien,https://www.vinamilk.com.vn/en,5362.0,True,False,False,False,False,2565.182186234818,364.1251221896384
144,145,international-container-terminal-services-(ictsi),Vận tải và Hậu cần,Manila,Philippines,2480.0,10.6,511.5,-17.3,7245.0,True,Vận tải,10297.0,Enrique K. Razon Jr.,https://www.ictsi.com,11659.0,False,False,False,False,False,2242.3146473779384,618.5006045949215
145,146,boc-aviation,Cho thuê Thiết bị,Singapore,Singapore,2461.3,6.7,763.9,3708.1,24170.0,True,Vận tải,198.0,Steven Townend,https://www.bocaviation.com,5544.0,False,False,False,False,False,2306.7478912839742,20.05987237730102
146,147,vietjet-aviation,Hàng không,Thành phố Hồ Chí Minh,Việt Nam,2449.3,42.7,9.7,110.0,3583.0,True,Vận tải,5729.0,Dinh Viet Phuong,https://www.vietjetair.com,2223.0,True,False,False,False,False,1716.3980378416259,4.619047619047619
147,148,hdbank,Ngân hàng Thương mại,Thành phố Hồ Chí Minh,Việt Nam,2426.4,50.5,422.8,27.6,24827.0,True,Tài chính,17345.0,N/A,N/A,2689.0,False,False,False,False,False,1612.2259136212626,331.34796238244513
148,149,sri-trang-agro-industry,Hóa chất,Hat Yai,Thái Lan,2422.4,-23.5,-12.5,-109.1,3253.0,False,Vật liệu,6461.0,Veerasith Sinchareonkul,https://www.sritranggroup.com,725.0,False,False,False,False,False,3166.5359477124184,137.3626373626374
149,150,del-monte-pacific,Sản xuất thực phẩm,Singapore,Singapore,2421.3,3.4,17.0,-83.1,3140.0,True,"Thực phẩm, Đồ uống & Thuốc lá",6300.0,"Joselito D. Campos, Jr.",https://www.delmontepacific.com,155.0,False,False,False,False,False,2341.6827852998067,100.59171597633134
150,151,bao-viet-holdings,"Bảo hiểm: Nhân thọ, Sức khỏe (cổ phần)",Hà Nội,Việt Nam,2415.7,4.7,74.9,12.9,9114.0,True,Chăm sóc sức khỏe,7000.0,Nguyen Dinh An,https://www.baoviet.com.vn,1156.0,False,False,False,False,False,2307.258834765998,66.34189548272808
151,152,grab-holdings,Dịch vụ Internet và Bán lẻ,Singapore,Singapore,2359.0,64.6,-434.0,74.2,8792.0,False,Công nghệ,10604.0,Anthony Tan,https://ww.grab.com/sg,13729.0,False,False,False,False,False,1433.1713244228433,-249.13892078071183
152,153,hong-leong-financial-group,Tài chính Đa ngành,Kuala Lumpur,Malaysia,2318.6,17.5,621.9,7.2,67581.0,True,Tài chính,9361.0,Tan Kong Khoon,https://www.hlfg.com.my,3978.0,False,False,False,False,False,1973.2765957446807,580.1305970149253
153,154,joyy,Dịch vụ Internet và Bán lẻ,Singapore,Singapore,2267.8,-6.0,347.0,190.5,8483.0,True,Công nghệ,6292.0,David Xueling Li,https://joyy.sg,1961.0,False,False,False,False,False,2412.5531914893622,119.44922547332185
154,155,venture,"Điện tử, Thiết bị Điện",Singapore,Singapore,2253.0,-19.7,201.1,-25.0,2695.0,True,Công nghệ,11182.0,Lee Ghai Keen and Wong Chee Kheong,https://www.venture.com.sg,3088.0,False,False,False,False,False,2805.728518057285,268.1333333333333
155,156,medco-energi-internasional,"Thiết bị Dầu khí, Dịch vụ",Jakarta,Indonesia,2249.3,-2.7,330.7,-37.7,7468.0,True,Năng lượng,3387.0,Roberto Lorato,https://www.medcoenergi.com,2083.0,False,False,False,False,False,2311.7163412127443,530.8186195826645
156,157,pelabuhan-indonesia-(pelindo),Vận chuyển,Jakarta,Indonesia,2248.1,2.0,251.1,-1.3,7687.0,True,Vận tải,17495.0,N/A,N/A,4709.0,False,False,False,False,False,2204.0196078431372,254.40729483282675
157,158,maxis,Viễn thông,Kuala Lumpur,Malaysia,2234.2,0.2,217.9,-16.9,4963.0,True,Viễn thông,3646.0,Seow Eng Goh,https://www.maxis.com.my,6028.0,False,False,False,False,False,2229.740518962076,262.2141997593261
158,159,dmci-holdings,Máy móc Xây dựng và Nông nghiệp,Thành phố Makati,Philippines,2209.5,-15.8,444.7,-22.3,4477.0,True,Công nghiệp,17620.0,Isidro A. Consunji,https://www.dmciholdings.com,2548.0,False,False,False,False,False,2624.1092636579574,572.3294723294723
159,160,fpt,Dịch vụ Công nghệ Thông tin,Hà Nội,Việt Nam,2209.0,17.4,271.4,19.5,2485.0,True,Công nghệ,48162.0,Nguyen Van Khoa,https://www.fpt.com,6176.0,False,False,False,False,False,1881.6013628620103,227.11297071129704
160,161,mitra-adiperkasa,Nhà bán lẻ Chuyên ngành: Khác,Jakarta,Indonesia,2188.5,20.5,124.4,-12.9,1787.0,True,Bán lẻ,20280.0,Herman Bernhard Leopold Mantiri,https://www.map.co.id,1606.0,False,False,False,False,False,1816.1825726141078,142.8243398392652
161,162,chandra-asri-pacific,Hóa chất,Jakarta,Indonesia,2159.9,-9.4,-33.6,77.5,5614.0,False,Vật liệu,2296.0,N/A,N/A,5191.0,False,False,False,False,False,2383.9955849889625,-18.929577464788736
162,163,mapletree-investments,Bất động sản,Singapore,Singapore,2145.8,2.7,851.3,-37.5,43189.0,True,Tài chính,2425.0,Hiew Yoon Khong,https://www.mapletree.com.sg,8595.0,False,False,False,False,False,2089.3865628042845,1362.08
163,164,berjaya,Dịch vụ Ăn uống,Kuala Lumpur,Malaysia,2141.6,11.0,-24.6,-300.6,4757.0,False,"Thực phẩm, Đồ uống & Thuốc lá",10196.0,Vivienne Cheng Chi Fan and Nerine Tan Sheik Ping,https://www.berjayafood.com,253.0,True,False,False,False,False,1929.3693693693692,12.263210368893319
164,165,pindo-deli-pulp-&-paper-mills,Sản phẩm từ Rừng và Giấy,Jakarta,Indonesia,2120.9,-8.4,310.7,-59.4,7570.0,True,Vật liệu,7000.0,N/A,N/A,4715.0,False,False,False,False,False,2315.3930131004367,765.270935960591
165,166,bank-tabungan-negara,Ngân hàng Thương mại,Jakarta,Indonesia,2113.2,11.2,230.0,12.0,28500.0,True,Tài chính,12045.0,Nixon L. P. Napitupulu,https://www.btn.co.id,1142.0,False,False,False,False,False,1900.3597122302156,205.35714285714283
166,167,home-product-center,Nhà bán lẻ Chuyên ngành: Khác,Nonthaburi,Thái Lan,2093.9,5.4,185.2,4.1,2010.0,True,Bán lẻ,11777.0,Weerapun Ungsumalee,https://www.homepro.co.th/,3689.0,False,False,False,False,False,1986.6223908918405,177.90585975024015
167,168,leong-hup-international,Sản xuất thực phẩm,Kuala Lumpur,Malaysia,2093.7,1.6,66.2,32.8,1422.0,True,"Thực phẩm, Đồ uống & Thuốc lá",12931.0,Lau Tuang Nguang,https://www.leonghupinternational.com,444.0,False,False,False,False,False,2060.7283464566926,49.849397590361455
168,169,lt-group,Tài chính Đa ngành,Thành phố Taguig,Philippines,2074.1,11.8,457.3,-1.1,23965.0,True,Công nghiệp,14296.0,Lucio C. Tan,https://ltg.com.ph,1903.0,False,False,False,False,False,1855.1878354203934,462.38624873609706
169,170,capitaland-investment,Bất động sản,Singapore,Singapore,2073.5,-0.7,134.8,-78.4,25882.0,True,Dịch vụ kinh doanh,9862.0,Lee Chee Koon,https://www.capitalandinvest.com,9900.0,False,False,False,False,False,2088.1168177240684,624.0740740740742
170,171,mayora-indah,Sản xuất thực phẩm,Jakarta,Indonesia,2068.0,0.0,209.8,60.1,1551.0,True,"Thực phẩm, Đồ uống & Thuốc lá",15296.0,Andre Sukendra Atmadja,https://www.mayoraindah.co.id,3308.0,False,False,False,False,False,2068.0,131.0430980637102
171,172,amman-mineral-international,"Khai thác, Sản xuất Dầu thô",Jakarta,Indonesia,2033.4,-28.2,252.1,-76.9,9097.0,True,Vật liệu,5076.0,N/A,N/A,3517.0,False,False,False,False,False,2832.0334261838443,1091.3419913419914
172,173,com7,Nhà bán lẻ Chuyên ngành: Khác,Bangkok,Thái Lan,2002.5,11.1,82.2,-5.5,669.0,True,Bán lẻ,4533.0,Sura Kanittavikul,https://www.comseven.com,1177.0,False,False,False,False,False,1802.4302430243024,86.98412698412699
173,174,kalbe-farma,Dược phẩm,Jakarta,Indonesia,2000.0,2.5,181.7,-20.3,1758.0,True,Chăm sóc sức khỏe,12245.0,Vidjongtius,https://www.kalbe.co.id,4149.0,False,False,False,False,False,1951.2195121951222,227.97992471769135
174,175,uol-group,Bất động sản,Singapore,Singapore,1997.3,-14.1,527.1,47.6,16833.0,True,Dịch vụ kinh doanh,1900.0,Liam Wee sin,https://www.uol.com.sg,3631.0,False,False,False,False,False,2325.1455180442376,357.1138211382114
175,176,malakoff,Tiện ích: Khí đốt và Điện,Kuala Lumpur,Malaysia,1989.9,-15.6,-183.7,-366.9,4423.0,False,Năng lượng,4319.0,Anwar Syahrin Abdul Ajib,https://www.malakoff.com.my,687.0,False,False,False,False,False,2357.701421800948,68.8272761333833
176,177,power-generation-(genco3),Tiện ích: Khí đốt và Điện,Thành phố Hồ Chí Minh,Việt Nam,1925.4,-4.6,44.7,-58.1,2425.0,True,Năng lượng,2104.0,N/A,N/A,2102.0,False,False,False,False,False,2018.238993710692,106.68257756563246
177,178,indomobil,Xe cộ & Phụ tùng,Jakarta,Indonesia,1897.7,10.0,41.6,38.9,4087.0,True,Bán lẻ,15242.0,Jusak Kertowidjojo,https://www.indomobil.com,339.0,False,False,False,False,False,1725.181818181818,29.949604031677467
178,179,delta-dunia-makmur,"Khai thác, Sản xuất Dầu thô",Jakarta,Indonesia,1833.3,18.0,36.0,25.7,1875.0,True,Vật liệu,16904.0,Ronald Sutardja,https://deltadunia.com,226.0,False,False,False,False,False,1553.6440677966102,28.63961813842482
179,180,italian-thai-development,Kỹ thuật & Xây dựng,Bangkok,Thái Lan,1832.9,-5.0,-30.8,77.4,3409.0,False,Kỹ thuật & Xây dựng,22039.0,Premchai Karnasuta,https://www.itd.co.th,104.0,False,False,False,False,False,1929.3684210526317,-17.361894024802705
180,181,gamuda,Kỹ thuật & Xây dựng,Petaling Jaya,Malaysia,1827.3,58.3,408.6,115.2,5277.0,True,Kỹ thuật & Xây dựng,4219.0,Lin Yun Ling,https://gamuda.com.my,3083.0,False,False,False,False,False,1154.3272267845862,189.86988847583643
181,182,gas-malaysia,Tiện ích: Khí đốt và Điện,Shah Alam,Malaysia,1773.1,1.8,84.1,-5.2,699.0,True,Năng lượng,627.0,Ahmad Hashimi Abdul Manap,https://www.gasmalaysia.com,975.0,False,False,False,False,False,1741.7485265225932,88.71308016877637
182,183,hutama-karya,Kỹ thuật & Xây dựng,Jakarta,Indonesia,1768.6,8.9,120.1,500.5,11026.0,True,Kỹ thuật & Xây dựng,1714.0,Budi Harto,https://www.hutamakarya.com,3115.0,False,False,False,False,False,1624.058769513315,20.0
183,184,starhub,Viễn thông,Singapore,Singapore,1767.5,4.6,111.4,146.8,2301.0,True,Viễn thông,1561.0,Nikhil Eapen,https://www.starhub.com,1473.0,False,False,False,False,False,1689.7705544933078,45.13776337115073
184,185,vietnam-international-bank-(vib),Ngân hàng Thương mại,Thành phố Hồ Chí Minh,Việt Nam,1759.1,28.5,359.5,-0.8,16895.0,True,Tài chính,11799.0,N/A,N/A,1850.0,False,False,False,False,False,1368.9494163424124,362.3991935483871
185,186,unionbank,Ngân hàng Thương mại,Pasig,Philippines,1751.4,49.1,163.2,-29.6,20674.0,True,Tài chính,8510.0,Edwin R. Bautista,https://www.unionbankph.com/,1993.0,False,False,False,False,False,1174.6478873239437,231.8181818181818
186,187,merdeka-copper-gold,"Khai thác, Sản xuất Dầu thô",Jakarta,Indonesia,1706.8,96.2,-20.7,-135.4,4964.0,False,Vật liệu,10970.0,Albert Saputro,https://www.merdekacoppergold.com,3957.0,False,False,False,False,False,869.9286442405707,58.47457627118642
187,188,bumi-resources,"Khai thác, Sản xuất Dầu thô",Jakarta,Indonesia,1680.0,-8.2,10.9,-97.9,4203.0,True,Vật liệu,4351.0,Adika Nuraga Bakrie,https://www.bumiresources.com,2266.0,False,False,False,False,False,1830.065359477124,519.0476190476213
188,189,filinvest-development,Bất động sản,Thành phố Taguig,Philippines,1670.1,27.6,161.0,54.8,13268.0,True,Dịch vụ kinh doanh,12979.0,Rhoda A. Huang,https://www.filinvestgroup.com,854.0,True,False,False,False,False,1308.8557993730406,104.00516795865633
189,190,b.grimm-power,Tiện ích: Khí đốt và Điện,Bangkok,Thái Lan,1642.3,-8.0,54.2,252.2,5154.0,True,Năng lượng,1221.0,N/A,N/A,4344.0,False,False,False,False,False,1785.1086956521738,15.388983532084044
190,191,ambank,Ngân hàng Thương mại,Kuala Lumpur,Malaysia,1627.4,16.6,390.4,8.4,44794.0,True,Tài chính,8000.0,Jamie Ling Fou-Tsong,https://www.ambankgroup.com,2913.0,False,False,False,False,False,1395.711835334477,360.1476014760147
191,192,thaifoods-group,Sản xuất thực phẩm,Bangkok,Thái Lan,1606.5,7.3,-23.4,-117.3,1373.0,False,"Thực phẩm, Đồ uống & Thuốc lá",4205.0,Winai Teawsomboonkij,https://www.tfg.co.th,596.0,False,False,False,False,False,1497.2041006523766,135.26011560693638
192,193,harita-nickel,Kim loại,Jakarta,Indonesia,1567.1,142.8,369.1,17.3,2942.0,True,Vật liệu,10134.0,Roy Arman Arfandy,https://tbpnickel.com,3773.0,False,False,False,False,False,645.4283360790774,314.6632566069906
193,194,lien-viet-post-bank-(lpbank),Ngân hàng Thương mại,Hà Nội,Việt Nam,1564.2,30.6,233.9,21.3,15782.0,True,Tài chính,10648.0,N/A,N/A,2908.0,False,False,False,False,False,1197.7029096477795,192.82769991755976
194,195,vinacomin-northern-coal,"Khai thác, Sản xuất Dầu thô",Hà Nội,Việt Nam,1558.1,46.7,13.9,73.3,163.0,True,Bán buôn,600.0,Trung Quang Ngo,https://thanmienbac.vn,43.0,False,False,False,False,False,1062.099522835719,8.020773225620312
195,196,land-transport-authority,Vận tải và Hậu cần,Singapore,Singapore,1554.5,12.6,19.7,-44.8,61245.0,True,Vận tải,3473.0,Ng Lang,https://www.lta.gov.sg,7989.0,False,False,False,False,False,1380.5506216696272,35.688405797101446
196,197,fraser-and-neave,Đồ uống,Singapore,Singapore,1552.5,6.2,98.5,8.1,3751.0,True,"Thực phẩm, Đồ uống & Thuốc lá",7200.0,Hui Choon Kit,https://www.fraserandneave.com,1100.0,False,False,False,False,False,1461.8644067796608,91.11933395004625
197,198,aviasi-pariwisata-indonesia-(injourney),Hàng không,Jakarta,Indonesia,1533.5,43.4,71.2,205.8,6449.0,True,Vận tải,8963.0,N/A,N/A,2205.0,False,False,False,False,False,1069.3863319386332,23.283191628515368
198,199,keppel-infrastructure-trust,Tiện ích: Khí đốt và Điện,Singapore,Singapore,1516.4,4.1,235.9,46.1,4259.0,True,Năng lượng,1100.0,Kevin Neo,https://www.kepinfratrust.com/,1960.0,False,False,False,False,False,1456.6762728146016,161.46475017111567
199,200,abm-investama,"Khai thác, Sản xuất Dầu thô",Jakarta,Indonesia,1493.0,3.3,289.0,7.1,2157.0,True,Vật liệu,11195.0,Achmad Ananda Djajanegara,https://www.abm-investama.com,659.0,False,False,False,False,False,1445.3049370764763,269.8412698412699
200,201,rizal-commercial-banking,Ngân hàng Thương mại,Thành phố Makati,Philippines,1486.9,36.8,219.8,-1.1,22357.0,True,Tài chính,6184.0,Eugene S. Acevedo,https://www.rcbc.com,953.0,False,False,False,False,False,1086.9152046783627,222.24469160768453
201,202,ratch-group,Tiện ích: Khí đốt và Điện,Nonthaburi,Thái Lan,1483.0,-36.0,148.6,-10.2,6215.0,True,Năng lượng,565.0,Nitus Voraphonpiput,https://www.ratch.co.th,1687.0,False,False,False,False,False,2317.1875,165.47884187082406
202,203,wijaya-karya,Kỹ thuật & Xây dựng,Jakarta,Indonesia,1479.9,2.1,-468.2,-11547.0,4286.0,False,Kỹ thuật & Xây dựng,2296.0,Agung Budi Waskito,https://www.wika.co.id,397.0,False,False,False,False,False,1449.4613124387856,4.090154625666114
203,204,metrodata-electronics,Dịch vụ Công nghệ Thông tin,Jakarta,Indonesia,1450.7,2.5,42.7,9.2,659.0,True,Công nghệ,4298.0,Susanto Djaja,https://www.metrodata.co.id,443.0,False,False,False,False,False,1415.3170731707319,39.1025641025641
204,205,monde-nissin,Sản phẩm Tiêu dùng Thực phẩm,Santa Rosa,Philippines,1442.1,6.1,-11.5,95.2,1518.0,False,"Thực phẩm, Đồ uống & Thuốc lá",3270.0,Henry Soesanto,https://www.mondenissin.com,3324.0,False,False,False,False,False,1359.1894439208295,-5.891393442622951
205,206,china-banking,Ngân hàng Thương mại,Thành phố Makati,Philippines,1437.9,16.2,395.9,12.6,26684.0,True,Tài chính,10662.0,"Romeo D. Uyan, Jr.",https://www.chinabank.ph,1823.0,False,False,False,False,False,1237.435456110155,351.5985790408526
206,207,tpbank,Ngân hàng Thương mại,Hà Nội,Việt Nam,1437.8,21.9,187.4,-30.0,14700.0,True,Tài chính,7939.0,Nguyen Hung,https://tpb.vn/eng/ca-nhan,1556.0,False,False,False,False,False,1179.4913863822806,267.7142857142857
